User ID,Timestamp,Channel,Campaign,Conversion,Date
60156,2025-02-10 16:47:49,Social Media,Brand Awareness,No,2025-02-10
10303,2025-02-10 09:14:15,Referral,Discount Offer,Yes,2025-02-10
66008,2025-02-10 23:28:13,Referral,Winter Sale,Yes,2025-02-10
63685,2025-02-11 02:37:36,Display Ads,Winter Sale,No,2025-02-11
13035,2025-02-11 05:31:12,Search Ads,Brand Awareness,Yes,2025-02-11
52154,2025-02-11 21:57:51,Email,-,Yes,2025-02-11
45340,2025-02-11 13:51:52,Display Ads,Winter Sale,Yes,2025-02-11
58496,2025-02-10 09:51:27,Social Media,Brand Awareness,Yes,2025-02-10
11831,2025-02-10 12:16:29,Search Ads,Winter Sale,No,2025-02-10
39251,2025-02-10 09:28:12,Referral,Retargeting,No,2025-02-10
96740,2025-02-11 06:28:03,Email,Winter Sale,No,2025-02-11
64521,2025-02-10 15:53:44,Referral,Retargeting,Yes,2025-02-10
69316,2025-02-10 06:41:35,Display Ads,-,Yes,2025-02-10
63192,2025-02-11 00:54:50,Display Ads,-,No,2025-02-11
58748,2025-02-11 05:58:57,Referral,New Product Launch,Yes,2025-02-11
50704,2025-02-11 05:46:53,Email,Retargeting,No,2025-02-11
33019,2025-02-10 21:31:04,Social Media,Discount Offer,No,2025-02-10
11780,2025-02-11 13:49:28,Email,Winter Sale,Yes,2025-02-11
94832,2025-02-11 17:17:21,Direct Traffic,-,No,2025-02-11
41062,2025-02-10 09:35:24,Search Ads,-,Yes,2025-02-10
17761,2025-02-11 02:47:52,Social Media,Brand Awareness,Yes,2025-02-11
52609,2025-02-11 11:32:18,Social Media,Retargeting,Yes,2025-02-11
21755,2025-02-11 02:13:46,Direct Traffic,-,No,2025-02-11
53536,2025-02-11 02:55:27,Email,Retargeting,No,2025-02-11
34649,2025-02-11 20:57:12,Display Ads,Retargeting,No,2025-02-11
20895,2025-02-11 02:10:23,Display Ads,New Product Launch,Yes,2025-02-11
30380,2025-02-10 19:31:34,Social Media,New Product Launch,Yes,2025-02-10
10120,2025-02-10 09:11:15,Referral,Winter Sale,No,2025-02-10
94229,2025-02-10 08:41:12,Referral,Brand Awareness,No,2025-02-10
32550,2025-02-11 09:46:34,Display Ads,Discount Offer,Yes,2025-02-11
24114,2025-02-10 07:52:01,Social Media,Winter Sale,Yes,2025-02-10
55744,2025-02-10 11:57:40,Search Ads,Winter Sale,No,2025-02-10
21668,2025-02-10 11:51:30,Social Media,Brand Awareness,Yes,2025-02-10
76276,2025-02-11 01:35:09,Search Ads,Brand Awareness,Yes,2025-02-11
62022,2025-02-11 04:37:45,Search Ads,Discount Offer,No,2025-02-11
35923,2025-02-11 13:41:24,Social Media,Winter Sale,Yes,2025-02-11
59480,2025-02-10 01:27:06,Referral,Winter Sale,Yes,2025-02-10
26827,2025-02-10 07:31:46,Social Media,-,No,2025-02-10
26430,2025-02-11 16:12:40,Search Ads,Winter Sale,Yes,2025-02-11
21628,2025-02-10 20:22:47,Direct Traffic,-,No,2025-02-10
77845,2025-02-11 21:14:46,Referral,Retargeting,Yes,2025-02-11
43721,2025-02-10 00:40:51,Search Ads,-,Yes,2025-02-10
91019,2025-02-10 10:27:46,Direct Traffic,-,No,2025-02-10
13471,2025-02-11 19:26:24,Search Ads,Retargeting,Yes,2025-02-11
21537,2025-02-11 17:46:41,Social Media,Retargeting,No,2025-02-11
76514,2025-02-10 14:29:00,Search Ads,New Product Launch,No,2025-02-10
85046,2025-02-10 08:30:35,Referral,-,Yes,2025-02-10
15052,2025-02-11 10:34:49,Direct Traffic,-,No,2025-02-11
56733,2025-02-11 10:26:41,Search Ads,New Product Launch,No,2025-02-11
69904,2025-02-10 10:47:36,Email,Brand Awareness,No,2025-02-10
96855,2025-02-10 20:30:48,Direct Traffic,-,Yes,2025-02-10
96671,2025-02-11 13:36:48,Search Ads,Retargeting,No,2025-02-11
62494,2025-02-10 19:31:54,Email,-,Yes,2025-02-10
53599,2025-02-11 17:07:45,Referral,New Product Launch,Yes,2025-02-11
59072,2025-02-10 14:39:48,Display Ads,Brand Awareness,Yes,2025-02-10
25874,2025-02-11 06:11:56,Referral,-,Yes,2025-02-11
10698,2025-02-11 03:23:43,Display Ads,Brand Awareness,No,2025-02-11
86700,2025-02-10 12:39:08,Display Ads,Retargeting,No,2025-02-10
55035,2025-02-10 15:34:44,Search Ads,New Product Launch,Yes,2025-02-10
80804,2025-02-11 22:19:21,Referral,New Product Launch,No,2025-02-11
35824,2025-02-11 17:43:59,Referral,Retargeting,No,2025-02-11
40666,2025-02-11 03:16:13,Search Ads,New Product Launch,No,2025-02-11
21668,2025-02-10 18:39:22,Search Ads,-,No,2025-02-10
79906,2025-02-11 13:06:52,Display Ads,Brand Awareness,Yes,2025-02-11
57385,2025-02-10 16:32:31,Direct Traffic,-,Yes,2025-02-10
87228,2025-02-10 11:36:09,Search Ads,Retargeting,Yes,2025-02-10
36393,2025-02-10 19:14:52,Direct Traffic,-,Yes,2025-02-10
37856,2025-02-10 05:54:30,Email,Retargeting,Yes,2025-02-10
31190,2025-02-11 00:40:41,Referral,Discount Offer,No,2025-02-11
94970,2025-02-10 15:33:38,Referral,-,Yes,2025-02-10
81446,2025-02-11 21:31:45,Social Media,Winter Sale,No,2025-02-11
26648,2025-02-11 01:31:25,Email,Retargeting,No,2025-02-11
98310,2025-02-11 00:52:05,Referral,Discount Offer,Yes,2025-02-11
59032,2025-02-11 13:25:32,Direct Traffic,-,No,2025-02-11
34708,2025-02-11 03:02:14,Display Ads,Retargeting,Yes,2025-02-11
32391,2025-02-10 18:15:30,Email,Winter Sale,No,2025-02-10
49128,2025-02-11 01:14:07,Email,Retargeting,No,2025-02-11
90635,2025-02-11 09:47:28,Referral,Retargeting,Yes,2025-02-11
62128,2025-02-10 02:19:54,Search Ads,-,No,2025-02-10
35324,2025-02-10 23:49:05,Referral,Brand Awareness,Yes,2025-02-10
70949,2025-02-11 01:11:31,Direct Traffic,-,Yes,2025-02-11
12269,2025-02-10 22:44:27,Social Media,Discount Offer,No,2025-02-10
84567,2025-02-10 14:36:54,Referral,-,Yes,2025-02-10
22725,2025-02-11 14:47:07,Search Ads,Retargeting,No,2025-02-11
16536,2025-02-10 22:54:59,Social Media,Retargeting,Yes,2025-02-10
62264,2025-02-10 10:10:24,Search Ads,-,No,2025-02-10
23781,2025-02-10 07:44:03,Social Media,-,Yes,2025-02-10
46014,2025-02-11 04:32:47,Social Media,Retargeting,No,2025-02-11
55587,2025-02-11 14:58:55,Direct Traffic,-,No,2025-02-11
28623,2025-02-10 17:13:57,Display Ads,Discount Offer,No,2025-02-10
60469,2025-02-11 09:20:45,Direct Traffic,-,No,2025-02-11
63489,2025-02-11 11:37:28,Display Ads,-,Yes,2025-02-11
19679,2025-02-10 03:55:36,Referral,-,Yes,2025-02-10
50783,2025-02-10 15:03:30,Display Ads,Brand Awareness,Yes,2025-02-10
16834,2025-02-10 16:43:08,Referral,Retargeting,No,2025-02-10
62107,2025-02-10 13:50:59,Direct Traffic,-,No,2025-02-10
91019,2025-02-11 23:10:10,Social Media,Discount Offer,Yes,2025-02-11
51558,2025-02-10 07:42:40,Social Media,Brand Awareness,No,2025-02-10
80944,2025-02-11 02:17:02,Direct Traffic,-,No,2025-02-11
32651,2025-02-11 16:21:53,Referral,New Product Launch,Yes,2025-02-11
92337,2025-02-10 13:47:21,Email,Winter Sale,No,2025-02-10
44675,2025-02-10 17:37:44,Search Ads,New Product Launch,No,2025-02-10
11798,2025-02-10 04:38:20,Direct Traffic,-,No,2025-02-10
32828,2025-02-10 05:20:21,Display Ads,Retargeting,No,2025-02-10
27306,2025-02-11 20:51:29,Social Media,Retargeting,No,2025-02-11
19364,2025-02-11 13:14:56,Referral,Discount Offer,No,2025-02-11
39321,2025-02-11 01:57:19,Referral,New Product Launch,No,2025-02-11
85426,2025-02-11 08:25:24,Direct Traffic,-,No,2025-02-11
99746,2025-02-11 16:20:16,Direct Traffic,-,Yes,2025-02-11
66748,2025-02-10 13:51:45,Direct Traffic,-,Yes,2025-02-10
45053,2025-02-11 13:47:10,Email,Retargeting,No,2025-02-11
75595,2025-02-11 12:46:06,Display Ads,Discount Offer,Yes,2025-02-11
15208,2025-02-10 14:42:07,Search Ads,Winter Sale,Yes,2025-02-10
90415,2025-02-10 21:59:18,Email,New Product Launch,Yes,2025-02-10
34653,2025-02-11 11:02:53,Direct Traffic,-,Yes,2025-02-11
12225,2025-02-10 19:20:59,Email,Brand Awareness,Yes,2025-02-10
41411,2025-02-11 00:40:54,Direct Traffic,-,Yes,2025-02-11
54766,2025-02-11 23:56:54,Direct Traffic,-,No,2025-02-11
75095,2025-02-10 20:23:01,Email,Winter Sale,No,2025-02-10
46055,2025-02-10 01:19:22,Direct Traffic,-,Yes,2025-02-10
34573,2025-02-11 08:44:52,Referral,Discount Offer,Yes,2025-02-11
77098,2025-02-10 19:32:59,Referral,-,Yes,2025-02-10
16004,2025-02-11 03:20:28,Display Ads,Brand Awareness,Yes,2025-02-11
35337,2025-02-11 23:44:25,Display Ads,Retargeting,Yes,2025-02-11
67722,2025-02-10 06:28:45,Social Media,Discount Offer,Yes,2025-02-10
44261,2025-02-11 02:20:28,Direct Traffic,-,Yes,2025-02-11
59110,2025-02-11 03:13:16,Social Media,Discount Offer,Yes,2025-02-11
63781,2025-02-10 15:45:55,Referral,New Product Launch,Yes,2025-02-10
75804,2025-02-11 04:26:32,Social Media,-,Yes,2025-02-11
26622,2025-02-11 03:18:42,Search Ads,Brand Awareness,Yes,2025-02-11
65740,2025-02-11 09:25:57,Email,New Product Launch,Yes,2025-02-11
79796,2025-02-10 15:02:52,Display Ads,Brand Awareness,No,2025-02-10
31021,2025-02-11 08:26:52,Social Media,New Product Launch,Yes,2025-02-11
60095,2025-02-10 06:27:07,Direct Traffic,-,No,2025-02-10
53526,2025-02-10 19:46:00,Email,-,No,2025-02-10
65832,2025-02-10 20:35:12,Search Ads,Winter Sale,Yes,2025-02-10
33255,2025-02-11 01:40:55,Direct Traffic,-,Yes,2025-02-11
92974,2025-02-10 01:32:49,Email,Discount Offer,No,2025-02-10
94832,2025-02-11 00:46:14,Display Ads,Winter Sale,Yes,2025-02-11
93007,2025-02-11 04:31:07,Display Ads,Brand Awareness,No,2025-02-11
60236,2025-02-11 07:24:23,Social Media,Discount Offer,Yes,2025-02-11
80552,2025-02-10 11:20:40,Email,-,No,2025-02-10
12269,2025-02-11 21:01:18,Social Media,Winter Sale,No,2025-02-11
18565,2025-02-11 03:33:09,Referral,Retargeting,Yes,2025-02-11
35129,2025-02-10 01:31:35,Direct Traffic,-,No,2025-02-10
22387,2025-02-10 17:51:41,Referral,New Product Launch,Yes,2025-02-10
90964,2025-02-10 07:33:23,Social Media,-,Yes,2025-02-10
64142,2025-02-10 18:07:56,Direct Traffic,-,No,2025-02-10
36126,2025-02-10 22:58:18,Referral,Winter Sale,No,2025-02-10
13184,2025-02-11 11:04:09,Email,-,No,2025-02-11
69351,2025-02-11 06:35:38,Social Media,-,Yes,2025-02-11
85732,2025-02-10 18:22:27,Display Ads,-,Yes,2025-02-10
95694,2025-02-11 03:38:20,Direct Traffic,-,No,2025-02-11
58481,2025-02-11 05:47:15,Social Media,New Product Launch,Yes,2025-02-11
77908,2025-02-10 21:51:17,Direct Traffic,-,No,2025-02-10
80282,2025-02-11 23:52:34,Email,Retargeting,Yes,2025-02-11
62494,2025-02-10 10:49:10,Email,Discount Offer,Yes,2025-02-10
43218,2025-02-10 02:57:50,Referral,Discount Offer,Yes,2025-02-10
41062,2025-02-10 23:34:44,Referral,Retargeting,No,2025-02-10
32954,2025-02-11 10:15:49,Social Media,Retargeting,No,2025-02-11
93576,2025-02-10 16:21:23,Search Ads,-,Yes,2025-02-10
35887,2025-02-11 07:03:38,Referral,Winter Sale,Yes,2025-02-11
70604,2025-02-11 03:08:16,Display Ads,-,Yes,2025-02-11
78752,2025-02-10 13:41:36,Display Ads,New Product Launch,Yes,2025-02-10
16979,2025-02-11 23:14:58,Direct Traffic,-,No,2025-02-11
83281,2025-02-10 16:18:25,Email,Winter Sale,No,2025-02-10
17611,2025-02-10 20:13:45,Email,Retargeting,No,2025-02-10
68708,2025-02-10 09:07:36,Search Ads,Retargeting,No,2025-02-10
40211,2025-02-10 08:17:58,Email,Discount Offer,No,2025-02-10
49128,2025-02-11 12:53:21,Search Ads,Brand Awareness,Yes,2025-02-11
53024,2025-02-11 10:59:27,Direct Traffic,-,No,2025-02-11
82225,2025-02-11 12:14:31,Direct Traffic,-,Yes,2025-02-11
78830,2025-02-11 01:07:10,Display Ads,Brand Awareness,Yes,2025-02-11
71036,2025-02-11 12:06:07,Search Ads,New Product Launch,No,2025-02-11
38683,2025-02-10 22:26:33,Search Ads,Brand Awareness,No,2025-02-10
76911,2025-02-10 01:48:15,Search Ads,Brand Awareness,Yes,2025-02-10
38683,2025-02-11 04:36:46,Direct Traffic,-,No,2025-02-11
90131,2025-02-11 10:36:00,Referral,Discount Offer,No,2025-02-11
11784,2025-02-11 01:00:07,Search Ads,New Product Launch,No,2025-02-11
69194,2025-02-10 16:45:12,Referral,-,No,2025-02-10
84693,2025-02-11 19:05:58,Search Ads,Discount Offer,Yes,2025-02-11
63751,2025-02-10 07:14:39,Display Ads,New Product Launch,No,2025-02-10
81168,2025-02-10 04:00:58,Referral,New Product Launch,Yes,2025-02-10
31324,2025-02-10 01:00:08,Social Media,-,Yes,2025-02-10
17012,2025-02-11 00:02:38,Display Ads,New Product Launch,Yes,2025-02-11
51934,2025-02-11 04:04:21,Search Ads,-,No,2025-02-11
58969,2025-02-10 04:05:58,Social Media,Retargeting,No,2025-02-10
24810,2025-02-11 10:31:13,Direct Traffic,-,Yes,2025-02-11
71460,2025-02-10 07:16:32,Search Ads,-,No,2025-02-10
27735,2025-02-11 01:49:42,Direct Traffic,-,Yes,2025-02-11
11686,2025-02-11 22:31:30,Referral,Brand Awareness,Yes,2025-02-11
48706,2025-02-11 13:34:33,Direct Traffic,-,No,2025-02-11
63337,2025-02-10 10:19:12,Social Media,Discount Offer,No,2025-02-10
60996,2025-02-10 15:38:38,Direct Traffic,-,Yes,2025-02-10
90359,2025-02-10 07:36:30,Display Ads,Winter Sale,Yes,2025-02-10
31273,2025-02-11 19:47:49,Search Ads,Winter Sale,Yes,2025-02-11
45758,2025-02-11 21:47:05,Email,Discount Offer,Yes,2025-02-11
30087,2025-02-10 14:00:24,Referral,New Product Launch,No,2025-02-10
39128,2025-02-11 02:04:43,Social Media,Retargeting,Yes,2025-02-11
72244,2025-02-10 14:57:45,Direct Traffic,-,No,2025-02-10
59077,2025-02-10 23:57:13,Search Ads,Discount Offer,Yes,2025-02-10
12756,2025-02-10 11:08:29,Email,Discount Offer,No,2025-02-10
85535,2025-02-10 12:35:59,Email,-,Yes,2025-02-10
43623,2025-02-11 09:44:44,Search Ads,Brand Awareness,Yes,2025-02-11
56476,2025-02-11 03:35:42,Email,-,No,2025-02-11
78646,2025-02-11 03:22:09,Display Ads,Winter Sale,No,2025-02-11
92988,2025-02-10 06:24:53,Social Media,New Product Launch,No,2025-02-10
71827,2025-02-11 10:57:28,Referral,New Product Launch,Yes,2025-02-11
96523,2025-02-11 14:07:09,Email,New Product Launch,No,2025-02-11
27048,2025-02-11 23:35:38,Direct Traffic,-,No,2025-02-11
64867,2025-02-10 07:21:21,Search Ads,-,No,2025-02-10
20524,2025-02-10 02:14:36,Direct Traffic,-,No,2025-02-10
52660,2025-02-10 13:52:17,Display Ads,New Product Launch,Yes,2025-02-10
67722,2025-02-10 10:17:41,Referral,Retargeting,No,2025-02-10
51068,2025-02-11 21:51:48,Direct Traffic,-,No,2025-02-11
29149,2025-02-11 01:12:47,Search Ads,Discount Offer,No,2025-02-11
41755,2025-02-11 04:13:51,Display Ads,Winter Sale,No,2025-02-11
78980,2025-02-10 19:22:05,Display Ads,Retargeting,No,2025-02-10
29238,2025-02-10 22:58:54,Direct Traffic,-,No,2025-02-10
97280,2025-02-10 00:26:03,Referral,Brand Awareness,Yes,2025-02-10
15351,2025-02-11 19:12:17,Referral,Winter Sale,No,2025-02-11
60095,2025-02-11 02:07:04,Email,New Product Launch,Yes,2025-02-11
32160,2025-02-11 17:05:41,Display Ads,Winter Sale,No,2025-02-11
92673,2025-02-11 22:49:29,Referral,Retargeting,No,2025-02-11
91772,2025-02-10 21:09:04,Referral,Winter Sale,No,2025-02-10
38578,2025-02-11 06:00:34,Display Ads,Discount Offer,No,2025-02-11
80604,2025-02-10 00:55:13,Referral,Discount Offer,No,2025-02-10
60798,2025-02-10 00:52:29,Email,Discount Offer,Yes,2025-02-10
76743,2025-02-11 22:22:09,Direct Traffic,-,No,2025-02-11
23233,2025-02-10 18:50:12,Email,New Product Launch,No,2025-02-10
79461,2025-02-10 23:22:13,Social Media,New Product Launch,Yes,2025-02-10
92692,2025-02-10 22:34:42,Display Ads,Discount Offer,Yes,2025-02-10
91565,2025-02-11 19:02:12,Direct Traffic,-,Yes,2025-02-11
42824,2025-02-10 04:06:19,Display Ads,Winter Sale,No,2025-02-10
58510,2025-02-11 17:47:48,Referral,Discount Offer,Yes,2025-02-11
95449,2025-02-11 02:16:24,Display Ads,Brand Awareness,No,2025-02-11
57079,2025-02-11 12:05:34,Direct Traffic,-,No,2025-02-11
90332,2025-02-11 19:57:43,Search Ads,Retargeting,Yes,2025-02-11
89730,2025-02-10 03:19:34,Referral,Winter Sale,No,2025-02-10
10414,2025-02-11 09:07:12,Social Media,Brand Awareness,No,2025-02-11
88357,2025-02-11 18:29:44,Search Ads,New Product Launch,Yes,2025-02-11
44528,2025-02-10 04:43:00,Direct Traffic,-,No,2025-02-10
13139,2025-02-11 22:47:54,Referral,Brand Awareness,No,2025-02-11
39994,2025-02-11 04:34:10,Direct Traffic,-,No,2025-02-11
13186,2025-02-10 03:37:25,Direct Traffic,-,No,2025-02-10
62264,2025-02-11 21:37:24,Referral,-,Yes,2025-02-11
97756,2025-02-11 14:10:17,Social Media,Winter Sale,No,2025-02-11
57389,2025-02-11 09:54:42,Display Ads,New Product Launch,Yes,2025-02-11
63274,2025-02-10 16:11:11,Social Media,-,Yes,2025-02-10
39770,2025-02-11 00:58:53,Social Media,Winter Sale,Yes,2025-02-11
23927,2025-02-10 15:40:48,Social Media,Retargeting,No,2025-02-10
63473,2025-02-11 23:19:03,Direct Traffic,-,No,2025-02-11
28848,2025-02-10 13:49:50,Referral,New Product Launch,No,2025-02-10
81964,2025-02-10 13:30:42,Email,New Product Launch,No,2025-02-10
93811,2025-02-10 07:01:45,Social Media,New Product Launch,Yes,2025-02-10
79164,2025-02-11 11:59:07,Social Media,-,No,2025-02-11
85419,2025-02-10 00:49:43,Email,Winter Sale,No,2025-02-10
70272,2025-02-11 21:09:33,Referral,Discount Offer,No,2025-02-11
31133,2025-02-11 05:24:05,Referral,-,Yes,2025-02-11
86539,2025-02-11 22:29:10,Social Media,Brand Awareness,No,2025-02-11
22270,2025-02-11 00:32:53,Direct Traffic,-,No,2025-02-11
42501,2025-02-11 14:19:04,Display Ads,Retargeting,No,2025-02-11
17287,2025-02-10 00:00:39,Display Ads,Brand Awareness,No,2025-02-10
41563,2025-02-11 01:55:26,Email,Winter Sale,Yes,2025-02-11
30468,2025-02-10 14:35:05,Social Media,-,No,2025-02-10
59109,2025-02-11 19:40:48,Referral,Brand Awareness,Yes,2025-02-11
21755,2025-02-11 10:18:09,Direct Traffic,-,No,2025-02-11
92445,2025-02-11 16:08:11,Email,Brand Awareness,Yes,2025-02-11
17614,2025-02-11 23:22:28,Direct Traffic,-,No,2025-02-11
44026,2025-02-11 03:02:58,Search Ads,-,Yes,2025-02-11
91679,2025-02-11 04:16:15,Social Media,Winter Sale,No,2025-02-11
52609,2025-02-10 13:35:08,Display Ads,-,No,2025-02-10
71036,2025-02-11 12:53:08,Email,Retargeting,Yes,2025-02-11
11801,2025-02-10 01:14:32,Search Ads,New Product Launch,Yes,2025-02-10
42905,2025-02-11 00:48:26,Social Media,New Product Launch,No,2025-02-11
56968,2025-02-10 02:17:57,Email,-,Yes,2025-02-10
66408,2025-02-10 17:31:32,Display Ads,-,No,2025-02-10
10415,2025-02-10 22:16:20,Direct Traffic,-,Yes,2025-02-10
28524,2025-02-10 18:25:06,Social Media,Retargeting,No,2025-02-10
28171,2025-02-11 19:17:32,Direct Traffic,-,No,2025-02-11
95840,2025-02-10 00:41:34,Referral,-,Yes,2025-02-10
15596,2025-02-11 17:47:36,Email,Brand Awareness,Yes,2025-02-11
35961,2025-02-10 10:42:15,Direct Traffic,-,No,2025-02-10
85375,2025-02-11 19:23:12,Search Ads,-,No,2025-02-11
66881,2025-02-11 18:44:25,Direct Traffic,-,No,2025-02-11
47302,2025-02-10 06:54:45,Display Ads,Retargeting,Yes,2025-02-10
43014,2025-02-11 05:07:38,Direct Traffic,-,Yes,2025-02-11
50839,2025-02-11 01:12:47,Referral,Retargeting,Yes,2025-02-11
24256,2025-02-11 19:46:49,Email,Brand Awareness,Yes,2025-02-11
90712,2025-02-10 21:09:09,Display Ads,Retargeting,No,2025-02-10
67809,2025-02-10 11:45:40,Search Ads,New Product Launch,No,2025-02-10
48298,2025-02-10 05:55:01,Display Ads,Retargeting,Yes,2025-02-10
59144,2025-02-11 03:32:31,Direct Traffic,-,No,2025-02-11
54121,2025-02-10 01:31:17,Email,Brand Awareness,No,2025-02-10
74104,2025-02-11 00:23:46,Search Ads,New Product Launch,No,2025-02-11
43298,2025-02-10 13:17:00,Direct Traffic,-,Yes,2025-02-10
31703,2025-02-11 22:43:20,Social Media,Retargeting,No,2025-02-11
94932,2025-02-10 04:04:04,Email,-,No,2025-02-10
94028,2025-02-11 10:41:03,Social Media,-,Yes,2025-02-11
50216,2025-02-11 07:52:20,Social Media,Discount Offer,Yes,2025-02-11
58258,2025-02-11 22:14:04,Email,Discount Offer,Yes,2025-02-11
86414,2025-02-11 21:18:26,Email,New Product Launch,Yes,2025-02-11
15105,2025-02-10 21:35:57,Social Media,-,No,2025-02-10
26582,2025-02-11 03:19:25,Display Ads,Brand Awareness,Yes,2025-02-11
52142,2025-02-11 07:13:17,Direct Traffic,-,Yes,2025-02-11
51554,2025-02-11 04:42:42,Display Ads,Retargeting,No,2025-02-11
11511,2025-02-11 07:34:12,Referral,-,No,2025-02-11
24956,2025-02-10 13:33:13,Direct Traffic,-,Yes,2025-02-10
27437,2025-02-11 09:23:49,Referral,Discount Offer,Yes,2025-02-11
73412,2025-02-10 00:46:21,Referral,Brand Awareness,Yes,2025-02-10
27571,2025-02-11 16:03:28,Search Ads,Retargeting,Yes,2025-02-11
10095,2025-02-10 21:59:46,Email,Retargeting,Yes,2025-02-10
39400,2025-02-11 08:43:56,Referral,New Product Launch,No,2025-02-11
88885,2025-02-11 05:16:42,Social Media,Discount Offer,Yes,2025-02-11
33843,2025-02-11 04:22:35,Direct Traffic,-,Yes,2025-02-11
99697,2025-02-11 13:36:47,Social Media,Retargeting,Yes,2025-02-11
38392,2025-02-11 05:28:32,Direct Traffic,-,No,2025-02-11
73264,2025-02-10 12:46:42,Social Media,Brand Awareness,No,2025-02-10
63337,2025-02-11 05:22:53,Social Media,Discount Offer,No,2025-02-11
80298,2025-02-10 07:23:51,Social Media,-,Yes,2025-02-10
95275,2025-02-11 15:11:14,Social Media,-,No,2025-02-11
50952,2025-02-11 16:23:28,Search Ads,Winter Sale,Yes,2025-02-11
91772,2025-02-11 07:31:03,Email,-,No,2025-02-11
60881,2025-02-11 12:45:35,Direct Traffic,-,No,2025-02-11
84060,2025-02-11 08:49:12,Email,Brand Awareness,Yes,2025-02-11
79444,2025-02-10 03:26:21,Referral,Winter Sale,Yes,2025-02-10
20999,2025-02-10 23:32:32,Direct Traffic,-,Yes,2025-02-10
84041,2025-02-11 21:19:44,Search Ads,Winter Sale,Yes,2025-02-11
16916,2025-02-10 11:55:03,Social Media,Brand Awareness,No,2025-02-10
10167,2025-02-10 14:59:06,Display Ads,Brand Awareness,No,2025-02-10
89132,2025-02-10 10:22:55,Social Media,-,No,2025-02-10
91512,2025-02-10 17:12:26,Search Ads,-,Yes,2025-02-10
75712,2025-02-10 01:34:19,Search Ads,Winter Sale,No,2025-02-10
82701,2025-02-11 14:20:56,Email,Brand Awareness,No,2025-02-11
66382,2025-02-11 12:06:16,Email,Discount Offer,Yes,2025-02-11
73141,2025-02-11 09:55:55,Social Media,Discount Offer,Yes,2025-02-11
63367,2025-02-11 17:12:18,Search Ads,Brand Awareness,Yes,2025-02-11
60684,2025-02-11 19:42:08,Referral,New Product Launch,Yes,2025-02-11
99748,2025-02-10 12:04:34,Display Ads,Discount Offer,Yes,2025-02-10
92988,2025-02-11 00:52:15,Referral,New Product Launch,No,2025-02-11
37382,2025-02-11 07:11:48,Email,Brand Awareness,Yes,2025-02-11
27470,2025-02-11 23:46:42,Referral,-,Yes,2025-02-11
83354,2025-02-11 08:13:47,Search Ads,Discount Offer,Yes,2025-02-11
84492,2025-02-11 15:19:26,Display Ads,Retargeting,No,2025-02-11
25959,2025-02-11 03:29:51,Search Ads,Retargeting,Yes,2025-02-11
72892,2025-02-10 04:05:23,Referral,Discount Offer,No,2025-02-10
87204,2025-02-10 19:32:40,Social Media,Winter Sale,No,2025-02-10
80551,2025-02-10 00:01:52,Direct Traffic,-,Yes,2025-02-10
96672,2025-02-10 00:31:18,Display Ads,Winter Sale,No,2025-02-10
99627,2025-02-10 18:58:47,Search Ads,-,Yes,2025-02-10
96546,2025-02-10 14:05:09,Referral,Brand Awareness,Yes,2025-02-10
68585,2025-02-10 16:16:46,Email,-,No,2025-02-10
98418,2025-02-10 01:48:43,Direct Traffic,-,No,2025-02-10
22270,2025-02-11 05:58:18,Display Ads,Retargeting,Yes,2025-02-11
40114,2025-02-11 12:00:52,Social Media,New Product Launch,Yes,2025-02-11
14080,2025-02-11 11:10:41,Search Ads,Winter Sale,No,2025-02-11
90001,2025-02-10 06:59:48,Referral,Brand Awareness,Yes,2025-02-10
76850,2025-02-11 21:05:11,Social Media,Discount Offer,Yes,2025-02-11
74413,2025-02-11 11:51:27,Email,-,No,2025-02-11
65073,2025-02-10 17:15:34,Direct Traffic,-,No,2025-02-10
52335,2025-02-11 04:54:30,Referral,Winter Sale,Yes,2025-02-11
73945,2025-02-10 20:29:28,Display Ads,-,Yes,2025-02-10
27023,2025-02-10 15:04:29,Email,Retargeting,No,2025-02-10
24025,2025-02-10 07:32:40,Search Ads,Retargeting,Yes,2025-02-10
51223,2025-02-11 01:31:51,Referral,Winter Sale,No,2025-02-11
72645,2025-02-11 23:38:46,Referral,Winter Sale,Yes,2025-02-11
42360,2025-02-11 21:01:03,Direct Traffic,-,Yes,2025-02-11
63062,2025-02-10 17:39:25,Email,Retargeting,Yes,2025-02-10
83878,2025-02-11 19:21:02,Direct Traffic,-,No,2025-02-11
19180,2025-02-11 21:59:37,Search Ads,Winter Sale,No,2025-02-11
76240,2025-02-11 08:17:30,Direct Traffic,-,No,2025-02-11
46988,2025-02-11 20:36:34,Referral,Brand Awareness,No,2025-02-11
61770,2025-02-11 18:38:51,Direct Traffic,-,Yes,2025-02-11
76040,2025-02-10 19:13:28,Email,Winter Sale,Yes,2025-02-10
89239,2025-02-11 01:21:21,Email,-,No,2025-02-11
12275,2025-02-10 02:33:51,Direct Traffic,-,No,2025-02-10
93802,2025-02-11 02:09:36,Search Ads,New Product Launch,No,2025-02-11
98432,2025-02-11 10:13:49,Referral,-,No,2025-02-11
18492,2025-02-11 16:30:58,Display Ads,Brand Awareness,No,2025-02-11
78574,2025-02-11 05:13:16,Direct Traffic,-,Yes,2025-02-11
83881,2025-02-10 03:50:32,Email,Winter Sale,No,2025-02-10
27347,2025-02-11 19:51:18,Search Ads,-,Yes,2025-02-11
