Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2024-02-17,102,1001,Grocery,East,194,70,77,62,288.98,20,Cloudy,No,267.69,Winter
2024-02-17,102,1002,Grocery,West,152,60,54,56,181.9,10,Cloudy,No,164.15,Winter
2024-02-17,103,1001,Electronics,South,183,55,43,57,236.14,15,Sunny,No,253.99,Winter
2024-02-17,103,1002,Clothing,South,144,64,78,56,278.59,0,Sunny,Yes,262.18,Winter
2024-02-18,101,1001,Electronics,West,178,61,80,66,501.45,20,Rainy,No,543.04,Winter
2024-02-18,101,1002,Electronics,West,179,70,65,71,230.71,5,Rainy,No,216.4,Winter
2024-02-18,102,1001,Clothing,West,189,43,58,37,242.4,0,Rainy,No,250.0,Winter
2024-02-18,102,1002,Clothing,North,182,60,75,58,227.45,15,Rainy,No,225.54,Winter
2024-02-18,103,1001,Electronics,North,158,61,90,58,262.9,5,Rainy,No,250.86,Winter
2024-02-18,103,1002,Grocery,North,205,71,74,63,202.68,0,Cloudy,No,220.48,Winter
2024-02-19,101,1001,Electronics,West,215,42,72,46,412.32,0,Cloudy,No,403.99,Winter
2024-02-19,101,1002,Grocery,South,170,53,76,50,589.65,0,Cloudy,No,541.61,Winter
2024-02-19,102,1001,Electronics,East,184,63,45,63,347.27,10,Sunny,No,361.22,Winter
2024-02-19,102,1002,Electronics,South,194,54,53,60,482.43,0,Sunny,Yes,522.1,Winter
2024-02-19,103,1001,Grocery,South,133,48,76,55,186.52,5,Cloudy,No,202.66,Winter
2024-02-19,103,1002,Grocery,West,144,43,73,44,381.12,10,Cloudy,No,375.59,Winter
2024-02-20,101,1001,Grocery,West,165,67,82,59,552.91,0,Cloudy,No,567.31,Winter
2024-02-20,101,1002,Clothing,North,200,55,54,54,349.15,15,Cloudy,Yes,371.83,Winter
2024-02-20,102,1001,Clothing,East,135,54,59,49,244.51,0,Rainy,Yes,240.05,Winter
2024-02-20,102,1002,Clothing,East,217,60,71,58,474.25,15,Sunny,Yes,514.52,Winter
2024-02-20,103,1001,Grocery,South,130,82,82,86,288.51,20,Sunny,No,313.96,Winter
2024-02-20,103,1002,Grocery,North,206,49,37,43,307.0,0,Rainy,No,297.47,Winter
2024-02-21,101,1001,Electronics,East,153,31,35,36,323.16,20,Sunny,No,338.18,Winter
2024-02-21,101,1002,Grocery,East,148,47,70,39,305.35,10,Rainy,Yes,313.57,Winter
2024-02-21,102,1001,Grocery,East,185,48,59,46,175.98,10,Rainy,No,180.07,Winter
2024-02-21,102,1002,Clothing,South,127,47,91,39,393.41,5,Sunny,No,379.84,Winter
2024-02-21,103,1001,Electronics,East,214,86,69,84,214.28,5,Sunny,No,231.24,Winter
2024-02-21,103,1002,Clothing,North,180,83,48,75,158.16,0,Cloudy,No,160.08,Winter
2024-02-22,101,1001,Clothing,West,204,77,74,69,359.27,0,Cloudy,No,361.54,Winter
2024-02-22,101,1002,Clothing,North,213,81,70,81,547.15,10,Rainy,No,580.37,Winter
2024-02-22,102,1001,Electronics,North,181,59,82,54,531.57,15,Sunny,No,532.99,Winter
2024-02-22,102,1002,Clothing,South,161,33,68,38,317.64,10,Cloudy,No,288.76,Winter
2024-02-22,103,1001,Grocery,North,174,66,86,74,317.96,15,Cloudy,Yes,323.11,Winter
2024-02-22,103,1002,Electronics,East,215,55,36,62,488.29,5,Sunny,No,509.11,Winter
2024-02-23,101,1001,Electronics,West,152,78,52,86,266.2,10,Rainy,No,270.4,Winter
2024-02-23,101,1002,Grocery,West,154,40,75,41,336.74,10,Cloudy,Yes,343.46,Winter
2024-02-23,102,1001,Grocery,West,201,71,101,74,349.74,5,Sunny,No,363.2,Winter
2024-02-23,102,1002,Electronics,South,182,77,69,69,387.93,15,Rainy,No,395.32,Winter
2024-02-23,103,1001,Electronics,West,149,70,78,67,504.02,5,Sunny,No,456.76,Winter
2024-02-23,103,1002,Grocery,North,171,67,77,63,433.52,5,Rainy,No,418.37,Winter
2024-02-24,101,1001,Clothing,North,187,64,77,61,192.71,15,Cloudy,No,199.43,Winter
2024-02-24,101,1002,Electronics,East,179,41,67,47,286.81,20,Cloudy,No,303.09,Winter
2024-02-24,102,1001,Electronics,West,196,38,51,35,157.72,5,Cloudy,No,161.49,Winter
2024-02-24,102,1002,Electronics,North,230,68,85,69,325.77,15,Cloudy,No,337.25,Winter
2024-02-24,103,1001,Electronics,East,153,62,85,64,568.11,15,Cloudy,No,561.64,Winter
2024-02-24,103,1002,Grocery,East,208,62,69,63,471.8,0,Cloudy,No,458.82,Winter
2024-02-25,101,1001,Electronics,West,196,62,72,62,181.41,10,Cloudy,No,169.78,Winter
2024-02-25,101,1002,Grocery,West,170,54,97,60,353.81,5,Sunny,No,367.94,Winter
2024-02-25,102,1001,Electronics,South,191,64,70,68,219.16,20,Rainy,No,222.81,Winter
2024-02-25,102,1002,Grocery,North,136,66,86,65,179.94,5,Cloudy,No,185.66,Winter
2024-02-25,103,1001,Electronics,South,171,65,67,65,598.76,15,Sunny,No,655.45,Winter
2024-02-25,103,1002,Clothing,West,209,62,68,67,300.88,20,Sunny,No,324.46,Winter
2024-02-26,101,1001,Grocery,West,133,65,64,58,363.73,5,Rainy,Yes,359.25,Winter
2024-02-26,101,1002,Clothing,West,188,76,70,75,201.49,15,Cloudy,No,193.41,Winter
2024-02-26,102,1001,Grocery,South,171,54,58,58,178.15,20,Cloudy,No,163.06,Winter
2024-02-26,102,1002,Grocery,West,201,44,92,40,365.32,5,Cloudy,Yes,341.52,Winter
2024-02-26,103,1001,Electronics,South,205,58,69,59,276.86,5,Sunny,No,279.48,Winter
2024-02-26,103,1002,Clothing,North,184,62,54,62,573.19,5,Rainy,No,591.08,Winter
2024-02-27,101,1001,Clothing,North,194,82,57,89,333.06,15,Rainy,No,359.03,Winter
2024-02-27,101,1002,Grocery,East,181,63,90,67,410.69,5,Rainy,No,415.02,Winter
2024-02-27,102,1001,Grocery,South,150,77,73,71,248.42,20,Rainy,No,252.23,Winter
2024-02-27,102,1002,Grocery,East,128,46,83,43,318.55,10,Cloudy,No,333.17,Winter
2024-02-27,103,1001,Electronics,North,200,37,72,35,415.02,15,Cloudy,No,377.96,Winter
2024-02-27,103,1002,Electronics,West,147,39,60,34,356.25,20,Rainy,No,388.21,Winter
2024-02-28,101,1001,Grocery,East,194,61,81,54,492.19,0,Sunny,No,482.14,Winter
2024-02-28,101,1002,Clothing,North,170,71,75,78,303.19,10,Rainy,No,280.35,Winter
2024-02-28,102,1001,Grocery,North,200,42,58,48,359.56,20,Sunny,Yes,389.93,Winter
2024-02-28,102,1002,Clothing,East,202,68,93,69,326.44,10,Cloudy,No,309.26,Winter
2024-02-28,103,1001,Grocery,West,226,68,67,65,158.62,10,Sunny,No,156.04,Winter
2024-02-28,103,1002,Clothing,West,155,68,51,61,450.54,10,Cloudy,No,466.62,Winter
2024-02-29,101,1001,Grocery,West,168,70,56,72,302.9,20,Sunny,No,310.33,Winter
2024-02-29,101,1002,Clothing,West,164,71,66,63,190.05,0,Rainy,No,173.39,Winter
2024-02-29,102,1001,Electronics,South,187,46,69,39,235.23,5,Rainy,Yes,225.55,Winter
2024-02-29,102,1002,Clothing,South,175,65,92,65,448.59,5,Cloudy,No,484.08,Winter
2024-02-29,103,1001,Electronics,North,194,56,53,49,233.08,5,Sunny,No,217.85,Winter
2024-02-29,103,1002,Clothing,South,154,71,69,77,577.45,15,Sunny,Yes,533.17,Winter
2024-03-01,101,1001,Clothing,South,182,70,88,65,411.64,20,Cloudy,No,404.3,Summer
2024-03-01,101,1002,Electronics,South,196,49,71,48,521.95,20,Sunny,Yes,507.5,Summer
2024-03-01,102,1001,Clothing,South,159,62,74,55,482.49,15,Cloudy,No,444.21,Summer
2024-03-01,102,1002,Electronics,West,186,57,51,57,164.3,5,Cloudy,Yes,151.67,Summer
2024-03-01,103,1001,Clothing,North,168,60,53,61,311.64,20,Rainy,No,302.34,Summer
2024-03-01,103,1002,Electronics,South,208,62,62,70,400.79,20,Sunny,No,433.89,Summer
2024-03-02,101,1001,Clothing,West,186,44,73,48,356.61,20,Rainy,No,326.41,Summer
2024-03-02,101,1002,Grocery,South,225,47,48,53,364.02,15,Cloudy,No,398.32,Summer
2024-03-02,102,1001,Clothing,West,192,80,67,86,425.76,10,Cloudy,Yes,413.38,Summer
2024-03-02,102,1002,Electronics,North,125,51,87,58,171.05,20,Cloudy,No,157.57,Summer
2024-03-02,103,1001,Clothing,West,135,47,87,54,247.63,15,Rainy,Yes,233.77,Summer
2024-03-02,103,1002,Clothing,North,226,75,72,69,254.12,10,Cloudy,No,273.75,Summer
2024-03-03,101,1001,Grocery,East,215,76,91,72,501.43,15,Rainy,Yes,534.82,Summer
2024-03-03,101,1002,Clothing,South,210,53,72,58,198.43,20,Rainy,No,197.8,Summer
2024-03-03,102,1001,Electronics,West,183,36,42,30,522.82,10,Cloudy,No,546.7,Summer
2024-03-03,102,1002,Grocery,West,212,69,52,66,348.26,0,Cloudy,No,382.41,Summer
2024-03-03,103,1001,Clothing,South,171,60,89,68,287.02,0,Cloudy,No,282.42,Summer
2024-03-03,103,1002,Grocery,South,201,73,69,66,226.92,0,Rainy,Yes,222.07,Summer
2024-03-04,101,1001,Clothing,East,221,72,62,74,523.57,20,Sunny,No,562.15,Summer
2024-03-04,101,1002,Grocery,East,176,52,81,54,339.0,10,Sunny,No,369.29,Summer
2024-03-04,102,1001,Grocery,East,206,51,82,55,404.8,5,Cloudy,No,386.3,Summer
2024-03-04,102,1002,Electronics,South,173,47,81,52,237.5,15,Cloudy,No,224.41,Summer
2024-03-04,103,1001,Clothing,North,166,67,40,70,279.3,5,Sunny,No,270.05,Summer
2024-03-04,103,1002,Clothing,East,196,52,34,56,407.4,20,Sunny,Yes,388.51,Summer
2024-03-05,101,1001,Clothing,South,136,46,64,41,413.18,10,Sunny,No,452.52,Summer
2024-03-05,101,1002,Clothing,South,147,61,51,67,283.78,10,Rainy,No,300.27,Summer
2024-03-05,102,1001,Electronics,South,151,61,77,56,271.79,5,Sunny,Yes,298.34,Summer
2024-03-05,102,1002,Grocery,South,202,84,97,77,345.46,5,Sunny,No,355.47,Summer
2024-03-05,103,1001,Clothing,North,170,59,60,54,421.44,5,Sunny,No,395.73,Summer
2024-03-05,103,1002,Clothing,South,209,55,79,53,263.86,15,Cloudy,No,273.03,Summer
2024-03-06,101,1001,Grocery,South,202,54,83,47,494.62,5,Rainy,Yes,446.98,Summer
2024-03-06,101,1002,Grocery,South,197,80,69,72,431.4,0,Cloudy,Yes,399.56,Summer
2024-03-06,102,1001,Grocery,North,188,72,65,65,335.12,0,Rainy,Yes,318.94,Summer
2024-03-06,102,1002,Grocery,East,181,34,65,26,452.78,15,Rainy,No,494.92,Summer
2024-03-06,103,1001,Grocery,West,228,79,58,84,527.92,5,Rainy,Yes,550.59,Summer
2024-03-06,103,1002,Electronics,North,185,60,42,67,597.49,0,Rainy,No,568.05,Summer
2024-03-07,101,1001,Electronics,North,183,57,66,62,349.06,15,Cloudy,No,338.08,Summer
2024-03-07,101,1002,Electronics,North,160,66,74,65,279.71,10,Cloudy,No,282.75,Summer
2024-03-07,102,1001,Clothing,North,185,75,93,71,324.93,0,Cloudy,Yes,346.36,Summer
2024-03-07,102,1002,Electronics,East,178,46,74,53,598.01,10,Rainy,No,576.28,Summer
2024-03-07,103,1001,Electronics,East,179,73,94,65,434.58,10,Sunny,No,461.01,Summer
2024-03-07,103,1002,Clothing,North,182,69,67,73,161.56,15,Sunny,No,151.75,Summer
2024-03-08,101,1001,Clothing,East,155,59,86,66,197.47,15,Cloudy,No,202.91,Summer
2024-03-08,101,1002,Grocery,West,229,87,69,92,419.37,0,Sunny,No,423.13,Summer
2024-03-08,102,1001,Electronics,South,209,51,70,58,175.6,0,Rainy,No,181.77,Summer
2024-03-08,102,1002,Grocery,North,215,68,61,73,288.26,15,Cloudy,No,277.77,Summer
2024-03-08,103,1001,Grocery,West,203,38,67,30,377.67,10,Sunny,Yes,348.52,Summer
2024-03-08,103,1002,Grocery,West,187,76,69,73,324.27,20,Rainy,Yes,344.62,Summer
2024-03-09,101,1001,Electronics,West,192,62,106,59,540.68,0,Sunny,No,490.73,Summer
2024-03-09,101,1002,Electronics,North,217,53,83,48,398.56,5,Cloudy,Yes,378.97,Summer
2024-03-09,102,1001,Clothing,East,133,63,83,70,401.26,10,Sunny,Yes,436.54,Summer
2024-03-09,102,1002,Grocery,West,192,80,92,75,240.35,10,Rainy,No,231.07,Summer
2024-03-09,103,1001,Electronics,South,154,67,55,70,168.13,10,Cloudy,No,151.67,Summer
2024-03-09,103,1002,Clothing,North,193,40,89,38,592.13,20,Sunny,No,574.55,Summer
2024-03-10,101,1001,Clothing,East,181,56,67,53,247.35,0,Rainy,No,232.48,Summer
2024-03-10,101,1002,Electronics,East,180,43,43,36,521.67,5,Sunny,Yes,495.32,Summer
2024-03-10,102,1001,Grocery,West,183,58,66,66,407.22,20,Sunny,No,428.7,Summer
2024-03-10,102,1002,Clothing,East,141,59,71,57,318.21,20,Cloudy,Yes,299.26,Summer
2024-03-10,103,1001,Clothing,West,176,53,74,47,322.25,5,Cloudy,Yes,294.61,Summer
2024-03-10,103,1002,Electronics,North,222,30,98,37,240.83,20,Cloudy,Yes,218.87,Summer
2024-03-11,101,1001,Electronics,South,146,62,63,64,415.15,0,Sunny,Yes,383.87,Summer
2024-03-11,101,1002,Clothing,North,139,61,71,63,460.83,20,Rainy,No,423.15,Summer
2024-03-11,102,1001,Electronics,West,149,71,87,71,336.95,15,Rainy,No,306.05,Summer
2024-03-11,102,1002,Electronics,North,181,51,77,58,201.64,20,Sunny,Yes,206.38,Summer
2024-03-11,103,1001,Clothing,North,146,64,65,67,182.73,5,Cloudy,No,200.73,Summer
2024-03-11,103,1002,Electronics,East,192,50,64,54,251.1,0,Cloudy,No,235.07,Summer
2024-03-12,101,1001,Electronics,South,206,52,61,44,524.68,10,Sunny,No,565.62,Summer
2024-03-12,101,1002,Grocery,South,166,79,101,76,331.23,15,Cloudy,No,306.92,Summer
2024-03-12,102,1001,Electronics,North,150,76,30,80,417.2,0,Cloudy,No,423.06,Summer
2024-03-12,102,1002,Clothing,South,196,53,57,52,264.54,5,Cloudy,No,268.11,Summer
2024-03-12,103,1001,Electronics,West,200,67,66,63,560.38,15,Sunny,Yes,540.1,Summer
2024-03-12,103,1002,Grocery,South,200,89,67,86,191.09,10,Cloudy,Yes,190.01,Summer
2024-03-13,101,1001,Electronics,North,161,62,37,66,264.13,0,Sunny,No,268.2,Summer
2024-03-13,101,1002,Electronics,South,185,74,83,81,283.09,0,Cloudy,Yes,265.04,Summer
2024-03-13,102,1001,Clothing,East,211,53,100,50,426.94,10,Rainy,No,445.29,Summer
2024-03-13,102,1002,Clothing,West,173,43,70,43,422.18,15,Sunny,No,404.75,Summer
2024-03-13,103,1001,Clothing,South,149,49,96,45,404.07,5,Sunny,No,444.23,Summer
2024-03-13,103,1002,Grocery,North,155,65,85,64,437.32,0,Cloudy,No,405.67,Summer
2024-03-14,101,1001,Grocery,West,208,60,53,60,492.0,5,Cloudy,No,521.89,Summer
2024-03-14,101,1002,Clothing,South,174,69,58,65,494.64,0,Cloudy,Yes,511.63,Summer
2024-03-14,102,1001,Electronics,East,220,66,70,60,342.36,15,Rainy,No,326.55,Summer
2024-03-14,102,1002,Clothing,East,194,42,60,42,316.6,0,Cloudy,Yes,326.59,Summer
2024-03-14,103,1001,Clothing,South,181,57,72,56,515.58,5,Sunny,No,552.57,Summer
2024-03-14,103,1002,Grocery,North,190,61,78,58,460.65,20,Cloudy,No,474.08,Summer
2024-03-15,101,1001,Grocery,West,180,47,84,44,152.31,10,Sunny,No,144.26,Summer
2024-03-15,101,1002,Electronics,East,203,52,59,50,209.26,0,Rainy,No,224.87,Summer
2024-03-15,102,1001,Electronics,North,225,57,64,57,519.25,5,Rainy,No,527.33,Summer
2024-03-15,102,1002,Clothing,South,174,72,40,79,522.92,10,Cloudy,No,540.81,Summer
2024-03-15,103,1001,Clothing,South,215,48,75,53,296.75,10,Cloudy,No,281.84,Summer
2024-03-15,103,1002,Electronics,North,176,67,74,66,326.9,15,Sunny,Yes,310.92,Summer
2024-03-16,101,1001,Grocery,South,182,44,67,41,178.41,10,Sunny,No,191.58,Summer
2024-03-16,101,1002,Grocery,West,123,44,102,38,552.78,5,Sunny,Yes,528.11,Summer
2024-03-16,102,1001,Electronics,North,199,74,82,70,564.31,10,Sunny,No,532.67,Summer
2024-03-16,102,1002,Grocery,East,191,54,80,51,479.79,0,Sunny,No,499.52,Summer
2024-03-16,103,1001,Clothing,West,160,47,71,39,473.42,0,Rainy,Yes,448.1,Summer
2024-03-16,103,1002,Grocery,North,158,57,84,65,326.31,5,Sunny,No,337.77,Summer
2024-03-17,101,1001,Grocery,East,180,73,66,67,513.63,5,Rainy,No,517.57,Summer
2024-03-17,101,1002,Grocery,East,187,78,61,83,536.44,15,Cloudy,Yes,579.8,Summer
2024-03-17,102,1001,Grocery,East,183,43,59,37,313.47,20,Rainy,No,302.82,Summer
2024-03-17,102,1002,Clothing,South,176,58,65,66,291.58,0,Rainy,No,278.96,Summer
2024-03-17,103,1001,Electronics,West,147,58,60,57,245.53,15,Rainy,No,221.68,Summer
2024-03-17,103,1002,Grocery,South,182,65,107,58,319.67,15,Cloudy,No,332.52,Summer
2024-03-18,101,1001,Grocery,South,145,57,77,57,440.49,20,Cloudy,No,432.87,Summer
2024-03-18,101,1002,Electronics,North,170,72,68,76,533.82,10,Sunny,No,568.96,Summer
2024-03-18,102,1001,Grocery,North,184,88,34,82,432.45,20,Sunny,No,453.7,Summer
2024-03-18,102,1002,Electronics,South,193,31,83,33,181.07,0,Rainy,No,168.34,Summer
2024-03-18,103,1001,Clothing,West,189,74,55,75,585.48,5,Sunny,No,615.84,Summer
2024-03-18,103,1002,Clothing,North,157,56,79,49,320.2,5,Cloudy,Yes,314.59,Summer
2024-03-19,101,1001,Electronics,West,161,61,76,68,258.36,0,Rainy,No,237.16,Summer
2024-03-19,101,1002,Electronics,South,153,68,69,68,304.28,0,Rainy,No,318.98,Summer
2024-03-19,102,1001,Electronics,South,183,72,93,73,224.8,20,Sunny,No,236.48,Summer
2024-03-19,102,1002,Electronics,East,189,88,67,94,546.4,0,Cloudy,No,516.56,Summer
2024-03-19,103,1001,Clothing,South,184,63,42,71,350.18,20,Sunny,No,355.01,Summer
2024-03-19,103,1002,Clothing,West,197,49,78,43,345.16,5,Sunny,No,334.06,Summer
2024-03-20,101,1001,Electronics,East,181,53,64,54,178.13,5,Rainy,No,166.96,Summer
2024-03-20,101,1002,Electronics,North,187,79,94,84,281.36,5,Cloudy,Yes,283.12,Summer
2024-03-20,102,1001,Grocery,North,143,79,60,82,391.04,5,Rainy,Yes,379.93,Summer
2024-03-20,102,1002,Clothing,South,153,71,46,78,397.8,15,Cloudy,No,413.78,Summer
2024-03-20,103,1001,Grocery,South,207,56,76,61,180.8,15,Cloudy,No,174.5,Summer
2024-03-20,103,1002,Clothing,North,186,57,49,54,243.15,20,Cloudy,No,227.68,Summer
2024-03-21,101,1001,Grocery,North,173,45,74,51,213.25,0,Sunny,No,221.96,Summer
2024-03-21,101,1002,Grocery,West,183,82,73,87,269.29,5,Cloudy,No,245.21,Summer
2024-03-21,102,1001,Electronics,South,189,52,74,55,175.79,5,Rainy,No,189.8,Summer
2024-03-21,102,1002,Grocery,West,155,37,73,40,493.0,5,Sunny,No,505.17,Summer
2024-03-21,103,1001,Electronics,South,242,57,39,52,238.9,15,Sunny,No,235.92,Summer
2024-03-21,103,1002,Electronics,South,191,64,44,62,552.03,0,Rainy,No,592.05,Summer
2024-03-22,101,1001,Grocery,North,168,70,61,71,452.74,20,Sunny,No,451.25,Summer
2024-03-22,101,1002,Grocery,South,160,62,68,65,257.92,10,Sunny,No,235.32,Summer
2024-03-22,102,1001,Electronics,South,184,48,68,41,268.08,0,Cloudy,No,259.83,Summer
2024-03-22,102,1002,Electronics,South,147,53,89,52,197.98,15,Cloudy,No,216.44,Summer
2024-03-22,103,1001,Clothing,East,200,79,82,75,280.52,5,Rainy,Yes,257.83,Summer
2024-03-22,103,1002,Clothing,North,156,43,67,50,424.66,20,Cloudy,No,429.69,Summer
2024-03-23,101,1001,Grocery,West,180,48,90,41,154.75,5,Cloudy,No,162.99,Summer
2024-03-23,101,1002,Electronics,North,204,40,66,36,236.38,15,Sunny,No,252.69,Summer
2024-03-23,102,1001,Grocery,North,172,84,45,90,232.82,20,Cloudy,No,253.5,Summer
2024-03-23,102,1002,Clothing,West,179,50,71,54,216.58,10,Sunny,Yes,203.74,Summer
2024-03-23,103,1001,Electronics,West,216,55,64,58,350.62,20,Sunny,No,379.6,Summer
2024-03-23,103,1002,Electronics,East,208,60,64,56,589.63,5,Rainy,No,626.55,Summer
2024-03-24,101,1001,Grocery,East,157,58,51,58,494.39,10,Sunny,No,475.63,Summer
2024-03-24,101,1002,Clothing,South,144,66,61,67,287.02,15,Sunny,No,272.04,Summer
2024-03-24,102,1001,Electronics,North,213,77,76,70,490.29,15,Cloudy,No,514.06,Summer
2024-03-24,102,1002,Clothing,East,173,67,41,65,448.68,0,Cloudy,No,464.3,Summer
2024-03-24,103,1001,Clothing,South,139,67,71,66,447.6,10,Cloudy,No,467.05,Summer
2024-03-24,103,1002,Grocery,West,213,59,75,65,349.6,15,Cloudy,No,320.46,Summer
2024-03-25,101,1001,Clothing,South,208,59,71,54,544.99,5,Sunny,Yes,580.16,Summer
2024-03-25,101,1002,Clothing,South,158,51,45,59,361.23,20,Sunny,Yes,334.43,Summer
2024-03-25,102,1001,Grocery,South,162,71,46,74,183.89,10,Sunny,Yes,182.3,Summer
2024-03-25,102,1002,Clothing,North,170,58,67,59,264.64,10,Sunny,No,253.09,Summer
2024-03-25,103,1001,Grocery,West,152,58,50,53,402.87,20,Sunny,No,426.4,Summer
2024-03-25,103,1002,Clothing,West,202,83,70,81,301.12,20,Rainy,No,298.28,Summer
2024-03-26,101,1001,Grocery,North,152,62,55,54,599.46,10,Cloudy,Yes,558.04,Summer
2024-03-26,101,1002,Clothing,West,192,48,27,51,189.14,20,Cloudy,No,180.01,Summer
2024-03-26,102,1001,Grocery,East,165,73,78,71,406.58,5,Sunny,Yes,386.87,Summer
2024-03-26,102,1002,Electronics,South,226,62,62,70,245.91,5,Cloudy,No,264.73,Summer
2024-03-26,103,1001,Clothing,East,172,53,62,56,210.0,10,Sunny,No,190.22,Summer
2024-03-26,103,1002,Electronics,North,184,56,38,60,514.49,0,Sunny,No,489.88,Summer
2024-03-27,101,1001,Grocery,East,194,25,71,23,542.63,5,Rainy,No,530.56,Summer
2024-03-27,101,1002,Clothing,South,170,65,60,65,540.18,10,Sunny,No,560.72,Summer
2024-03-27,102,1001,Clothing,West,203,54,61,61,481.41,15,Sunny,No,463.66,Summer
2024-03-27,102,1002,Clothing,South,129,50,68,51,289.26,15,Rainy,No,293.69,Summer
2024-03-27,103,1001,Grocery,East,204,73,58,66,178.84,20,Rainy,No,185.54,Summer
2024-03-27,103,1002,Clothing,East,171,62,89,56,572.02,5,Sunny,Yes,554.61,Summer
2024-03-28,101,1001,Electronics,West,234,69,64,77,272.01,10,Rainy,Yes,272.51,Summer
2024-03-28,101,1002,Clothing,West,174,51,85,46,258.75,10,Sunny,No,277.29,Summer
2024-03-28,102,1001,Electronics,North,205,55,53,49,436.03,5,Rainy,No,452.89,Summer
2024-03-28,102,1002,Electronics,West,160,73,85,67,282.26,5,Cloudy,No,266.74,Summer
2024-03-28,103,1001,Grocery,East,220,73,76,77,150.93,20,Rainy,No,153.02,Summer
2024-03-28,103,1002,Clothing,North,188,78,104,77,162.19,20,Rainy,No,150.01,Summer
2024-03-29,101,1001,Grocery,North,183,54,99,52,567.49,10,Cloudy,Yes,598.8,Summer
2024-03-29,101,1002,Electronics,North,194,36,80,42,439.76,20,Sunny,No,442.28,Summer
2024-03-29,102,1001,Grocery,East,171,61,68,62,269.3,10,Sunny,Yes,273.88,Summer
2024-03-29,102,1002,Electronics,East,257,50,48,54,360.27,10,Sunny,Yes,377.73,Summer
2024-03-29,103,1001,Clothing,South,206,43,50,41,211.05,20,Sunny,No,215.71,Summer
2024-03-29,103,1002,Grocery,East,192,66,82,66,569.56,20,Cloudy,No,542.63,Summer
2024-03-30,101,1001,Clothing,East,175,63,81,60,589.02,10,Rainy,No,590.7,Summer
2024-03-30,101,1002,Clothing,East,138,66,73,58,560.32,15,Cloudy,Yes,511.49,Summer
2024-03-30,102,1001,Grocery,West,188,74,68,71,567.85,5,Rainy,No,549.48,Summer
2024-03-30,102,1002,Grocery,West,205,73,77,77,464.79,15,Sunny,Yes,479.25,Summer
2024-03-30,103,1001,Grocery,South,167,61,43,54,451.84,5,Cloudy,Yes,491.39,Summer
2024-03-30,103,1002,Clothing,South,161,33,39,31,236.62,20,Cloudy,Yes,247.07,Summer
2024-03-31,101,1001,Grocery,North,188,89,76,89,191.11,5,Rainy,Yes,179.19,Summer
2024-03-31,101,1002,Electronics,North,208,86,74,93,386.45,20,Sunny,No,424.69,Summer
2024-03-31,102,1001,Grocery,East,192,59,80,58,483.76,20,Rainy,No,447.59,Summer
2024-03-31,102,1002,Electronics,South,189,53,57,45,184.84,5,Sunny,No,187.75,Summer
2024-03-31,103,1001,Clothing,West,193,75,82,78,452.77,15,Sunny,Yes,446.61,Summer
2024-03-31,103,1002,Electronics,South,195,66,60,68,247.98,15,Sunny,No,230.34,Summer
2024-04-01,101,1001,Clothing,North,220,60,51,67,408.27,5,Cloudy,No,441.88,Summer
2024-04-01,101,1002,Electronics,North,176,68,88,71,269.56,5,Cloudy,No,275.69,Summer
2024-04-01,102,1001,Grocery,South,142,62,55,66,285.71,10,Sunny,No,286.55,Summer
2024-04-01,102,1002,Electronics,West,155,67,70,69,480.14,20,Sunny,Yes,444.09,Summer
2024-04-01,103,1001,Electronics,South,164,44,66,44,341.15,0,Rainy,No,353.82,Summer
2024-04-01,103,1002,Clothing,North,168,45,64,38,198.16,10,Rainy,No,203.34,Summer
2024-04-02,101,1001,Electronics,North,131,39,86,40,352.17,10,Sunny,No,360.91,Summer
2024-04-02,101,1002,Electronics,East,206,50,68,55,307.29,5,Sunny,No,304.69,Summer
2024-04-02,102,1001,Clothing,South,184,57,71,64,599.71,20,Sunny,No,649.58,Summer
2024-04-02,102,1002,Grocery,West,216,53,70,49,589.85,0,Sunny,No,542.68,Summer
2024-04-02,103,1001,Electronics,East,165,69,58,62,591.62,15,Sunny,No,548.76,Summer
2024-04-02,103,1002,Electronics,South,190,57,56,60,503.93,5,Sunny,No,524.95,Summer
2024-04-03,101,1001,Electronics,East,193,50,90,48,207.52,10,Rainy,No,222.42,Summer
2024-04-03,101,1002,Grocery,East,151,43,45,51,548.97,0,Cloudy,No,511.03,Summer
2024-04-03,102,1001,Grocery,West,182,56,49,58,481.22,15,Rainy,Yes,525.47,Summer
2024-04-03,102,1002,Grocery,East,216,70,62,69,460.41,10,Rainy,No,432.75,Summer
2024-04-03,103,1001,Electronics,North,201,69,52,68,256.52,15,Sunny,No,244.12,Summer
2024-04-03,103,1002,Electronics,South,189,54,82,46,369.56,5,Rainy,No,406.19,Summer
2024-04-04,101,1001,Grocery,East,109,35,82,40,557.0,5,Sunny,No,522.72,Summer
2024-04-04,101,1002,Clothing,West,139,61,66,58,524.28,5,Cloudy,No,566.08,Summer
2024-04-04,102,1001,Electronics,East,176,45,68,46,500.09,10,Rainy,No,543.46,Summer
2024-04-04,102,1002,Clothing,East,171,69,68,66,311.44,0,Rainy,No,291.18,Summer
